Voltage U1	Corriente IA
7,00	0,05
7,03	0,06
7,05	0,08
7,08	0,08
7,10	0,07
7,13	0,09
7,15	0,10
7,17	0,13
7,20	0,14
7,22	0,15
7,25	0,17
7,27	0,18
7,30	0,19
7,32	0,22
7,35	0,23
7,37	0,25
7,39	0,26
7,42	0,28
7,44	0,30
7,47	0,31
7,49	0,31
7,52	0,33
7,54	0,35
7,57	0,36
7,59	0,37
7,61	0,37
7,64	0,40
7,66	0,44
7,69	0,46
7,71	0,47
7,74	0,49
7,76	0,50
7,78	0,54
7,81	0,55
7,83	0,55
7,86	0,57
7,88	0,57
7,91	0,59
7,93	0,61
7,96	0,61
7,98	0,63
8,00	0,63
8,03	0,65
8,05	0,68
8,08	0,69
8,10	0,70
8,13	0,72
8,15	0,75
8,18	0,76
8,20	0,77
8,22	0,78
8,25	0,80
8,27	0,82
8,30	0,83
8,32	0,84
8,35	0,84
8,37	0,86
8,40	0,89
8,42	0,91
8,44	0,93
8,47	0,94
8,49	0,95
8,52	0,99
8,54	1,00
8,57	0,98
8,59	0,99
8,62	0,99
8,64	1,00
8,66	1,01
8,69	1,02
8,71	1,04
8,74	1,05
8,76	1,06
8,79	1,09
8,81	1,10
8,84	1,10
8,86	1,11
8,88	1,12
8,91	1,13
8,93	1,14
8,96	1,14
8,98	1,15
9,01	1,16
9,03	1,17
9,05	1,18
9,08	1,17
9,10	1,19
9,13	1,22
9,15	1,23
9,18	1,24
9,20	1,25
9,23	1,25
9,25	1,29
9,27	1,28
9,30	1,27
9,32	1,28
9,35	1,27
9,37	1,28
9,40	1,28
9,42	1,27
9,45	1,29
9,47	1,29
9,49	1,29
9,52	1,31
9,54	1,32
9,57	1,32
9,59	1,33
9,62	1,33
9,64	1,34
9,67	1,35
9,69	1,34
9,71	1,34
9,74	1,34
9,76	1,35
9,79	1,35
9,81	1,35
9,84	1,36
9,86	1,38
9,89	1,39
9,91	1,39
9,93	1,39
9,96	1,39
9,98	1,41
10,01	1,41
10,03	1,40
10,06	1,40
10,08	1,39
10,10	1,40
10,13	1,40
10,15	1,39
10,18	1,38
10,20	1,38
10,23	1,39
10,25	1,42
10,28	1,42
10,30	1,44
10,32	1,44
10,35	1,46
10,37	1,48
10,40	1,48
10,42	1,47
10,45	1,49
10,47	1,49
10,50	1,49
10,52	1,51
10,54	1,52
10,57	1,53
10,59	1,54
10,62	1,54
10,64	1,57
10,67	1,58
10,69	1,59
10,72	1,62
10,74	1,64
10,76	1,65
10,79	1,67
10,81	1,66
10,84	1,69
10,86	1,71
10,89	1,71
10,91	1,73
10,94	1,75
10,96	1,78
10,98	1,84
11,01	1,85
11,03	1,89
11,06	1,91
11,08	1,95
11,11	1,99
11,13	2,01
11,15	2,03
11,18	2,07
11,20	2,10
11,23	2,13
11,25	2,16
11,28	2,20
11,30	2,25
11,33	2,29
11,35	2,33
11,37	2,38
11,40	2,43
11,42	2,48
11,45	2,55
11,47	2,60
11,50	2,64
11,52	2,69
11,55	2,71
11,57	2,77
11,59	2,82
11,62	2,86
11,64	2,92
11,67	2,97
11,69	3,05
11,72	3,14
11,74	3,21
11,77	3,27
11,79	3,33
11,81	3,38
11,84	3,44
11,86	3,49
11,89	3,53
11,91	3,58
11,94	3,63
11,96	3,69
11,99	3,76
12,01	3,84
12,03	3,91
12,06	3,97
12,08	4,04
12,11	4,11
12,13	4,17
12,16	4,23
12,18	4,28
12,21	4,33
12,23	4,38
12,25	4,43
12,28	4,46
12,30	4,51
12,33	4,55
12,35	4,60
12,38	4,66
12,40	4,71
12,42	4,77
12,45	4,85
12,47	4,90
12,50	4,94
12,52	4,98
12,55	5,01
12,57	5,05
12,60	5,08
12,62	5,10
12,64	5,13
12,67	5,16
12,69	5,19
12,72	5,23
12,74	5,26
12,77	5,30
12,79	5,33
12,82	5,37
12,84	5,39
12,86	5,43
12,89	5,45
12,91	5,48
12,94	5,50
12,96	5,52
12,99	5,52
13,01	5,52
13,04	5,53
13,06	5,54
13,08	5,54
13,11	5,56
13,13	5,55
13,16	5,56
13,18	5,61
13,21	5,60
13,23	5,60
13,26	5,59
13,28	5,59
13,30	5,59
13,33	5,59
13,35	5,56
13,38	5,57
13,40	5,56
13,43	5,55
13,45	5,54
13,47	5,53
13,50	5,52
13,52	5,50
13,55	5,47
13,57	5,47
13,60	5,45
13,62	5,43
13,65	5,43
13,67	5,40
13,69	5,38
13,72	5,36
13,74	5,30
13,77	5,28
13,79	5,25
13,82	5,20
13,84	5,18
13,87	5,15
13,89	5,12
13,91	5,13
13,94	5,09
13,96	5,06
13,99	5,04
14,01	5,01
14,04	4,99
14,06	4,95
14,09	4,91
14,11	4,87
14,13	4,83
14,16	4,79
14,18	4,75
14,21	4,72
14,23	4,70
14,26	4,66
14,28	4,63
14,31	4,61
14,33	4,58
14,35	4,54
14,38	4,53
14,40	4,49
14,43	4,46
14,45	4,43
14,48	4,38
14,50	4,36
14,52	4,32
14,55	4,27
14,57	4,24
14,60	4,20
14,62	4,17
14,65	4,17
14,67	4,14
14,70	4,12
14,72	4,09
14,74	4,06
14,77	4,05
14,79	4,03
14,82	3,98
14,84	3,97
14,87	3,95
14,89	3,93
14,92	3,93
14,94	3,91
14,96	3,91
14,99	3,90
15,01	3,89
15,04	3,89
15,06	3,88
15,09	3,86
15,11	3,87
15,14	3,87
15,16	3,87
15,18	3,89
15,21	3,89
15,23	3,91
15,26	3,91
15,28	3,92
15,31	3,94
15,33	3,94
15,36	3,95
15,38	3,99
15,40	4,02
15,43	4,06
15,45	4,10
15,48	4,14
15,50	4,19
15,53	4,24
15,55	4,26
15,57	4,30
15,60	4,33
15,62	4,37
15,65	4,43
15,67	4,48
15,70	4,55
15,72	4,63
15,75	4,71
15,77	4,81
15,79	4,89
15,82	4,98
15,84	5,10
15,87	5,19
15,89	5,28
15,92	5,36
15,94	5,46
15,97	5,56
15,99	5,66
16,01	5,75
16,04	5,87
16,06	6,00
16,09	6,14
16,11	6,31
16,14	6,46
16,16	6,62
16,19	6,78
16,21	6,94
16,23	7,08
16,26	7,21
16,28	7,33
16,31	7,47
16,33	7,61
16,36	7,76
16,38	7,92
16,41	8,12
16,43	8,31
16,45	8,51
16,48	8,71
16,50	8,92
16,53	9,12
16,55	9,31
16,58	9,48
16,60	9,65
16,63	9,82
16,65	10,00
16,67	10,17
16,70	10,34
16,72	10,51
16,75	10,71
16,77	10,93
16,80	11,12
16,82	11,32
16,84	11,55
16,87	11,76
16,89	11,99
16,92	12,15
16,94	12,31
16,97	12,47
16,99	12,63
17,02	12,74
17,04	12,87
17,06	12,98
17,09	13,14
17,11	13,32
17,14	13,48
17,16	13,64
17,19	13,79
17,21	13,95
17,24	14,10
17,26	14,21
17,28	14,31
17,31	14,42
17,33	14,51
17,36	14,60
17,38	14,69
17,41	14,76
17,43	14,86
17,46	14,94
17,48	15,02
17,50	15,11
17,53	15,17
17,55	15,22
17,58	15,30
17,60	15,33
17,63	15,37
17,65	15,40
17,68	15,41
17,70	15,43
17,72	15,44
17,75	15,42
17,77	15,43
17,80	15,41
17,82	15,39
17,85	15,40
17,87	15,38
17,89	15,36
17,92	15,33
17,94	15,30
17,97	15,29
17,99	15,24
18,02	15,18
18,04	15,11
18,07	15,05
18,09	15,00
18,11	14,93
18,14	14,84
18,16	14,77
18,19	14,69
18,21	14,60
18,24	14,51
18,26	14,39
18,29	14,31
18,31	14,24
18,33	14,13
18,36	14,03
18,38	13,92
18,41	13,82
18,43	13,73
18,46	13,60
18,48	13,46
18,51	13,33
18,53	13,20
18,55	13,07
18,58	12,95
18,60	12,84
18,63	12,73
18,65	12,61
18,68	12,48
18,70	12,38
18,73	12,26
18,75	12,12
18,77	11,98
18,80	11,82
18,82	11,69
18,85	11,54
18,87	11,38
18,90	11,24
18,92	11,08
18,94	10,95
18,97	10,84
18,99	10,70
19,02	10,57
19,04	10,45
19,07	10,33
19,09	10,21
19,12	10,07
19,14	9,92
19,16	9,79
19,19	9,66
19,21	9,52
19,24	9,38
19,26	9,24
19,29	9,14
19,31	9,04
19,34	8,94
19,36	8,84
19,38	8,74
19,41	8,64
19,43	8,58
19,46	8,47
19,48	8,34
19,51	8,23
19,53	8,11
19,56	8,02
19,58	7,93
19,60	7,82
19,63	7,75
19,65	7,69
19,68	7,64
19,70	7,60
19,73	7,52
19,75	7,48
19,78	7,43
19,80	7,38
19,82	7,34
19,85	7,30
19,87	7,25
19,90	7,24
19,92	7,21
19,95	7,20
19,97	7,19
19,99	7,17
20,02	7,16	True
20,04	7,19
20,07	7,20
20,09	7,21
20,12	7,23
20,14	7,27
20,17	7,33
20,19	7,37
20,21	7,41
20,24	7,46
20,26	7,52
20,29	7,60
20,31	7,66
20,34	7,72
20,36	7,80
20,39	7,89
20,41	7,98
20,43	8,10
20,46	8,19
20,48	8,33
20,51	8,47
20,53	8,61
20,56	8,77
20,58	8,95
20,61	9,13
20,63	9,33
20,65	9,49
20,68	9,68
20,70	9,87
20,73	10,03
20,75	10,23
20,78	10,45
20,80	10,65
20,83	10,91
20,85	11,15
20,87	11,42
20,90	11,72
20,92	12,02
20,95	12,30
20,97	12,62
21,00	12,88
21,02	13,18
21,05	13,48
21,07	13,79
21,09	14,11
21,12	14,44
21,14	14,76
21,17	15,15
21,19	15,51
21,22	15,91
21,24	16,28
21,26	16,69
21,29	17,09
21,31	17,53
21,34	17,89
21,36	18,28
21,39	18,67
21,41	19,05
21,44	19,41
21,46	19,78
21,48	20,17
21,51	20,62
21,53	21,03
21,56	21,46
21,58	21,90
21,61	22,33
21,63	22,78
21,66	23,15
21,68	23,51
21,70	23,89
21,73	24,22
21,75	24,57
21,78	24,93
21,80	25,27
21,83	25,65
21,85	26,04
21,88	26,43
21,90	26,84
21,92	27,22
21,95	27,58
21,97	27,95
22,00	28,24
22,02	28,55
22,05	28,85
22,07	29,12
22,10	29,35
22,12	29,62
22,14	29,84
22,17	30,14
22,19	30,37
22,22	30,61
22,24	30,84
22,27	31,06
22,29	31,24
22,31	31,41
22,34	31,54
22,36	31,69
22,39	31,79
22,41	31,90
22,44	32,01
22,46	32,07
22,49	32,14
22,51	32,21
22,53	32,24
22,56	32,28
22,58	32,29
22,61	32,29
22,63	32,32
22,66	32,31
22,68	32,28
22,71	32,25
22,73	32,21
22,75	32,17
22,78	32,10
22,80	32,01
22,83	31,91
22,85	31,80
22,88	31,69
22,90	31,55
22,93	31,40
22,95	31,25
22,97	31,08
23,00	30,91
23,02	30,76
23,05	30,57
23,07	30,39
23,10	30,21
23,12	30,01
23,15	29,78
23,17	29,55
23,19	29,27
23,22	29,03
23,24	28,76
23,27	28,47
23,29	28,18
23,32	27,89
23,34	27,61
23,36	27,39
23,39	27,12
23,41	26,86
23,44	26,60
23,46	26,36
23,49	26,08
23,51	25,82
23,54	25,51
23,56	25,20
23,58	24,87
23,61	24,54
23,63	24,22
23,66	23,91
23,68	23,57
23,71	23,27
23,73	22,98
23,76	22,71
23,78	22,43
23,80	22,14
23,83	21,88
23,85	21,60
23,88	21,30
23,90	20,99
23,93	20,65
23,95	20,34
23,98	20,02
24,00	19,69
24,02	19,39
24,05	19,10
24,07	18,85
24,10	18,62
24,12	18,36
24,15	18,13
24,17	17,89
24,20	17,66
24,22	17,41
24,24	17,13
24,27	16,87
24,29	16,61
24,32	16,36
24,34	16,11
24,37	15,88
24,39	15,67
24,42	15,49
24,44	15,30
24,46	15,13
24,49	14,97
24,51	14,80
24,54	14,66
24,56	14,51
24,59	14,35
24,61	14,20
24,63	14,05
24,66	13,91
24,68	13,79
24,71	13,69
24,73	13,58
24,76	13,49
24,78	13,40
24,81	13,34
24,83	13,33
24,85	13,29
24,88	13,25
24,90	13,22
24,93	13,20	True
24,95	13,21
24,98	13,21
25,00	13,21
25,03	13,25
25,05	13,27
25,07	13,33
25,10	13,40
25,12	13,47
25,15	13,55
25,17	13,65
25,20	13,75
25,22	13,89
25,25	14,03
25,27	14,17
25,29	14,38
25,32	14,56
25,34	14,77
25,37	14,99
25,39	15,14
25,42	15,37
25,44	15,58
25,47	15,79
25,49	16,05
25,51	16,31
25,54	16,60
25,56	16,99
25,59	17,34
25,61	17,72
25,64	18,10
25,66	18,50
25,68	18,93
25,71	19,33
25,73	19,68
25,76	20,09
25,78	20,50
25,81	20,93
25,83	21,38
25,86	21,85
25,88	22,35
25,90	22,95
25,93	23,52
25,95	24,14
25,98	24,72
26,00	25,33
26,03	25,99
26,05	26,64
26,08	27,14
26,10	27,71
26,12	28,27
26,15	28,93
26,17	29,56
26,20	30,18
26,22	30,83
26,25	31,60
26,27	32,36
26,30	33,16
26,32	33,90
26,34	34,68
26,37	35,46
26,39	36,28
26,42	36,97
26,44	37,66
26,47	38,38
26,49	39,09
26,52	39,81
26,54	40,49
26,56	41,19
26,59	42,01
26,61	42,84
26,64	43,65
26,66	44,44
26,69	45,25
26,71	46,07
26,73	46,87
26,76	47,59
26,78	48,25
26,81	48,80
26,83	49,27
26,86	49,59
26,88	49,81
26,91	49,90
26,93	49,99
26,95	49,99
26,98	49,99
27,00	49,99
27,03	49,99
27,05	49,99
27,08	49,99
27,10	49,99
27,13	49,99
27,15	49,99
27,17	49,99
27,20	49,99
27,22	49,99
27,25	49,99
27,27	49,99
27,30	49,99
27,32	49,99
27,35	49,99
27,37	49,99
27,39	49,99
27,42	49,99
27,44	49,99
27,47	49,99
27,49	49,99
27,52	49,99
27,54	49,99
27,57	49,99
27,59	49,99
27,61	49,99
27,64	49,99
27,66	49,99
27,69	49,99
27,71	49,99
27,74	49,99
27,76	49,99
27,78	49,99
27,81	49,99
27,83	49,99
27,86	49,99
27,88	49,99
27,91	49,99
27,93	49,99
27,96	49,99
27,98	49,99
28,00	49,99
28,03	49,99
28,05	49,99
28,08	49,99
28,10	49,99
28,13	49,99
28,15	49,99
28,18	49,99
28,20	49,99
28,22	49,99
28,25	49,99
28,27	49,99
28,30	49,99
28,32	49,99
28,35	49,99
28,37	49,99
28,40	49,99
28,42	49,99
28,44	49,99
28,47	49,99
28,49	49,99
28,52	49,99
28,54	49,99
28,57	49,99
28,59	49,99
28,62	49,99
28,64	49,99
28,66	49,99
28,69	49,99
28,71	49,89
28,74	49,69
28,76	49,47
28,79	49,23
28,81	48,92
28,84	48,50
28,86	48,06
28,88	47,64
28,91	47,22
28,93	46,78
28,96	46,24
28,98	45,74
29,01	45,29
29,03	44,79
29,05	44,32
29,08	43,86
29,10	43,38
29,13	43,02
29,15	42,65
29,18	42,22
29,20	41,85
29,23	41,49
29,25	41,15
29,27	40,79
29,30	40,39
29,32	39,98
29,35	39,65
29,37	39,27
29,40	38,88
29,42	38,53
29,45	38,21
29,47	37,94
29,49	37,70
29,52	37,47
29,54	37,26
29,57	37,08
29,59	36,87
29,62	36,70
29,64	36,48
29,67	36,27
29,69	36,09
29,71	35,91
29,74	35,75
29,76	35,63
29,79	35,54
29,81	35,47
29,84	35,41
29,86	35,36	True
29,89	35,37
29,91	35,37
29,93	35,39
29,96	35,44
29,98	35,52
30,01	35,62
30,03	35,74
30,06	35,88
30,08	36,08
30,10	36,29
30,13	36,51
30,15	36,73
30,18	36,94
30,20	37,22
30,23	37,52
30,25	37,83
30,28	38,16
30,30	38,53
30,32	38,98
30,35	39,43
30,37	39,95
30,40	40,49
30,42	41,08
30,45	41,74
30,47	42,41
30,50	43,00
30,52	43,63
30,54	44,27
30,57	44,96
30,59	45,67
30,62	46,43
30,64	47,18
30,67	47,94
30,69	48,63
30,72	49,17
30,74	49,58
30,76	49,86
30,79	49,97
30,81	49,99
30,84	49,99
30,86	49,99
30,89	49,99
30,91	49,99
30,94	49,99
30,96	49,99
30,98	49,99
31,01	49,99
31,03	49,99
31,06	49,99
31,08	49,99
31,11	49,99
31,13	49,99
31,15	49,99
31,18	49,99
31,20	49,99
31,23	49,99
31,25	49,99
31,28	49,99
31,30	49,99
31,33	49,99
31,35	49,99
31,37	49,99
31,40	49,99
31,42	49,99
31,45	49,99
31,47	49,99
31,50	49,99
31,52	49,99
31,55	49,99
31,57	49,99
31,59	49,99
31,62	49,99
31,64	49,99
31,67	49,99
31,69	49,99
31,72	49,99
31,74	49,99
31,77	49,99
31,79	49,99
31,81	49,99
31,84	49,99
31,86	49,99
31,89	49,99
31,91	49,99
31,94	49,99
31,96	49,99
31,99	49,99
32,01	49,99
32,03	49,99
32,06	49,99
32,08	49,99
32,11	49,99
32,13	49,99
32,16	49,99
32,18	49,99
32,20	49,99
32,23	49,99
32,25	49,99
32,28	49,99
32,30	49,99
32,33	49,99
32,35	49,99
32,38	49,99
32,40	49,99
32,42	49,99
32,45	49,99
32,47	49,99
32,50	49,99
32,52	49,99
32,55	49,99
32,57	49,99
32,60	49,99
32,62	49,99
32,64	49,99
32,67	49,99
32,69	49,99
32,72	49,99
32,74	49,99
32,77	49,99
32,79	49,99
32,82	49,99
32,84	49,99
32,86	49,99
32,89	49,99
32,91	49,99
32,94	49,99
32,96	49,99
32,99	49,99
33,01	49,99
33,04	49,99
33,06	49,99
33,08	49,99
33,11	49,99
33,13	49,99
33,16	49,99
33,18	49,99
33,21	49,99
33,23	49,99
33,26	49,99
33,28	49,99
33,30	49,99
33,33	49,99
33,35	49,99
33,38	49,99
33,40	49,99
33,43	49,99
33,45	49,99
33,47	49,99
33,50	49,99
33,52	49,99
33,55	49,99
33,57	49,99
33,60	49,99
33,62	49,99
33,65	49,99
33,67	49,99
33,69	49,99
33,72	49,99
33,74	49,99
33,77	49,99
33,79	49,99
33,82	49,99
33,84	49,99
33,87	49,99
33,89	49,99
33,91	49,99
33,94	49,99
33,96	49,99
33,99	49,99
34,01	49,99
34,04	49,99
34,06	49,99
34,09	49,99
34,11	49,99
34,13	49,99
34,16	49,99
34,18	49,99
34,21	49,99
34,23	49,99
34,26	49,99
34,28	49,99
34,31	49,99
34,33	49,99
34,35	49,99
34,38	49,99
34,40	49,99
34,43	49,99
34,45	49,99
34,48	49,99
34,50	49,99
34,52	49,99
34,55	50,00
34,57	50,00
34,60	50,00
34,62	49,99
34,65	49,99
34,67	49,99
34,70	49,99
34,72	49,99
34,74	49,99
34,77	49,99
34,79	49,99
34,82	49,99
34,84	49,99
34,87	49,99
34,89	49,99
34,92	49,99
34,94	49,99
34,96	49,99
34,99	49,99
35,01	49,99
35,04	49,99
35,06	49,99
35,09	49,99
35,11	49,99
35,14	49,99
35,16	49,99
35,18	49,99
35,21	49,99
35,23	49,99
35,26	49,99
35,28	49,99
35,31	49,99
35,33	49,99
35,36	49,99
35,38	49,99
35,40	49,99
35,43	49,99
35,45	49,99
35,48	49,99
35,50	49,99
35,53	49,99
35,55	49,99
35,57	49,99
35,60	49,99
35,62	49,99
35,65	49,99
35,67	49,99
35,70	49,99
35,72	49,99
35,75	49,99
35,77	49,99
35,79	49,99
35,82	49,99
35,84	49,99
35,87	49,99
35,89	49,99
35,92	49,99
35,94	49,99
35,97	49,99
35,99	49,99
36,01	49,99
36,04	49,99
36,06	49,99
36,09	49,99
36,11	49,99
36,14	49,99
36,16	49,99
36,19	49,99
36,21	49,99
36,23	49,99
36,26	49,99
36,28	49,99
36,31	49,99
36,33	49,99
36,36	49,99
36,38	49,99
36,41	49,99
36,43	49,99
36,45	49,99
36,48	49,99
36,50	49,99
36,53	49,99
36,55	49,99
36,58	49,99
36,60	49,99
36,62	49,99
36,65	49,99
36,67	49,99
36,70	49,99
36,72	49,99
36,75	49,99
36,77	49,99
36,80	49,99
36,82	49,99
36,84	49,99
36,87	49,99
36,89	49,99
36,92	49,99
36,94	49,99
36,97	49,99
36,99	49,99
37,02	49,99
37,04	49,99
37,06	49,99
37,09	49,99
37,11	49,99
37,14	49,99
37,16	49,99
37,19	49,99
37,21	49,99
37,24	49,99
37,26	49,99
37,28	49,99
37,31	49,99
37,33	49,99
37,36	49,99
37,38	49,99
37,41	49,99
37,43	49,99
37,46	49,98
37,48	49,99
37,50	49,99
37,53	49,99
37,55	49,99
37,58	49,99
37,60	49,99
37,63	49,99
37,65	49,99
37,68	49,99
37,70	49,99
37,72	49,99
37,75	49,99
37,77	49,99
37,80	49,99
37,82	49,99
37,85	49,99
37,87	49,99
37,89	49,99
37,92	49,99
37,94	49,99
37,97	49,99
37,99	49,99
38,02	49,99
38,04	49,99
38,07	49,99
38,09	49,99
38,11	49,99
38,14	49,99
38,16	49,99
38,19	49,99
38,21	49,99
38,24	49,99
38,26	49,99
38,29	49,99
38,31	49,99
38,33	49,99
38,36	49,99
38,38	49,99
38,41	49,99
38,43	49,99
38,46	49,99
38,48	49,99
38,51	49,99
38,53	49,99
38,55	49,99
38,58	49,99
38,60	49,99
38,63	49,99
38,65	49,99
38,68	49,99
38,70	49,99
38,73	49,99
38,75	49,99
38,77	49,99
38,80	49,99
38,82	49,99
38,85	49,99
38,87	49,99
38,90	49,99
38,92	49,99
38,94	49,99
38,97	49,99
38,99	49,99
39,02	49,99
39,04	49,99
39,07	49,99
39,09	49,99
39,12	49,99
39,14	49,99
39,16	49,99
39,19	49,99
39,21	49,99
39,24	49,99
39,26	49,99
39,29	49,99
39,31	49,99
39,34	49,99
39,36	49,99
39,38	49,99
39,41	49,99
39,43	49,99
39,46	49,99
39,48	49,99
39,51	49,99
39,53	49,99
39,56	49,99
39,58	49,99
39,60	49,99
39,63	49,99
39,65	49,99
39,68	49,99
39,70	49,99
39,73	49,99
39,75	49,99
39,78	49,99
39,80	49,99
39,82	49,99
39,85	49,99
39,87	49,99
39,90	49,99
39,92	49,99
39,95	49,99
39,97	49,99
39,99	49,99
40,02	49,99
40,04	49,99
40,07	49,99
40,09	49,99
40,12	49,99
40,14	49,99
40,17	49,99
40,19	49,99
40,21	49,99
40,24	49,99
40,26	49,99
40,29	49,99
40,31	49,99
40,34	49,99
40,36	49,99
40,39	49,99
40,41	49,99
40,43	49,99
40,46	49,99
40,48	49,99
40,51	49,99
40,53	49,99
40,56	49,99
40,58	49,99
40,61	49,99
40,63	49,99
40,65	49,99
40,68	49,99
40,70	49,99
40,73	49,99
40,75	49,99
40,78	49,99
40,80	49,99
40,83	49,99
40,85	49,99
40,87	49,99
40,90	49,99
40,92	49,99
40,95	49,99
40,97	49,99
41,00	49,99
41,02	49,99
41,05	49,99
41,07	49,99
41,09	49,99
41,12	49,99
41,14	49,99
41,17	49,99
41,19	49,99
41,22	49,99
41,24	49,99
41,26	49,99
41,29	49,99
41,31	49,99
41,34	49,99
41,36	49,99
41,39	49,99
41,41	49,99
41,44	49,99
41,46	49,99
41,48	49,99
41,51	49,99
41,53	49,99
41,56	49,99
41,58	49,99
41,61	49,99
41,63	49,99
41,66	49,99
41,68	49,99
41,70	49,99
41,73	49,99
41,75	49,99
41,78	49,99
41,80	49,99
41,83	49,99
41,85	49,99
41,88	49,99
41,90	49,99
41,92	49,99
41,95	49,99
41,97	49,99
42,00	49,99
42,02	49,99
42,05	49,99
42,07	49,99
42,10	49,99
42,12	49,99
42,14	49,99
42,17	49,99
42,19	49,99
42,22	49,99
42,24	49,99
42,27	49,99
42,29	49,99
42,31	49,99
42,34	49,99
42,36	49,99
42,39	49,99
42,41	49,99
42,44	49,99
42,46	49,99
42,49	49,99
42,51	49,99
42,53	49,99
42,56	49,99
42,58	49,99
