Voltage U1	Corriente IA
7,00	0,33
7,03	0,34
7,05	0,39
7,08	0,39
7,10	0,40
7,13	0,41
7,15	0,41
7,17	0,43
7,20	0,44
7,22	0,45
7,25	0,48
7,27	0,50
7,30	0,52
7,32	0,56
7,35	0,56
7,37	0,59
7,39	0,61
7,42	0,62
7,44	0,64
7,47	0,66
7,49	0,67
7,52	0,71
7,54	0,72
7,57	0,74
7,59	0,77
7,61	0,77
7,64	0,80
7,66	0,84
7,69	0,86
7,71	0,89
7,74	0,91
7,76	0,93
7,78	0,97
7,81	0,99
7,83	0,99
7,86	1,01
7,88	1,02
7,91	1,04
7,93	1,06
7,96	1,07
7,98	1,09
8,00	1,11
8,03	1,12
8,05	1,16
8,08	1,19
8,10	1,20
8,13	1,23
8,15	1,25
8,18	1,28
8,20	1,30
8,22	1,31
8,25	1,33
8,27	1,35
8,30	1,36
8,32	1,38
8,35	1,39
8,37	1,42
8,40	1,46
8,42	1,49
8,44	1,52
8,47	1,54
8,49	1,56
8,52	1,60
8,54	1,61
8,57	1,61
8,59	1,63
8,62	1,63
8,64	1,65
8,66	1,67
8,69	1,69
8,71	1,71
8,74	1,72
8,76	1,74
8,79	1,78
8,81	1,80
8,84	1,82
8,86	1,83
8,88	1,85
8,91	1,88
8,93	1,89
8,96	1,90
8,98	1,93
9,01	1,95
9,03	1,97
9,05	1,98
9,08	1,98
9,10	2,00
9,13	2,03
9,15	2,04
9,18	2,06
9,20	2,08
9,23	2,10
9,25	2,15
9,27	2,16
9,30	2,16
9,32	2,17
9,35	2,18
9,37	2,20
9,40	2,22
9,42	2,22
9,45	2,24
9,47	2,26
9,49	2,28
9,52	2,31
9,54	2,33
9,57	2,35
9,59	2,37
9,62	2,38
9,64	2,40
9,67	2,41
9,69	2,41
9,71	2,42
9,74	2,43
9,76	2,45
9,79	2,47
9,81	2,46
9,84	2,48
9,86	2,51
9,89	2,53
9,91	2,56
9,93	2,57
9,96	2,58
9,98	2,64
10,01	2,65
10,03	2,64
10,06	2,66
10,08	2,65
10,10	2,67
10,13	2,68
10,15	2,68
10,18	2,71
10,20	2,72
10,23	2,74
10,25	2,78
10,28	2,80
10,30	2,82
10,32	2,85
10,35	2,86
10,37	2,89
10,40	2,91
10,42	2,93
10,45	2,95
10,47	2,96
10,50	2,97
10,52	3,00
10,54	3,01
10,57	3,04
10,59	3,06
10,62	3,08
10,64	3,12
10,67	3,15
10,69	3,18
10,72	3,22
10,74	3,25
10,76	3,27
10,79	3,30
10,81	3,30
10,84	3,34
10,86	3,36
10,89	3,37
10,91	3,40
10,94	3,42
10,96	3,44
10,98	3,50
11,01	3,53
11,03	3,58
11,06	3,62
11,08	3,66
11,11	3,71
11,13	3,76
11,15	3,79
11,18	3,82
11,20	3,86
11,23	3,89
11,25	3,92
11,28	3,96
11,30	3,99
11,33	4,06
11,35	4,11
11,37	4,17
11,40	4,23
11,42	4,29
11,45	4,36
11,47	4,41
11,50	4,45
11,52	4,49
11,55	4,53
11,57	4,58
11,59	4,63
11,62	4,67
11,64	4,73
11,67	4,79
11,69	4,85
11,72	4,94
11,74	5,01
11,77	5,07
11,79	5,13
11,81	5,20
11,84	5,27
11,86	5,31
11,89	5,35
11,91	5,40
11,94	5,45
11,96	5,51
11,99	5,57
12,01	5,64
12,03	5,71
12,06	5,78
12,08	5,85
12,11	5,92
12,13	5,98
12,16	6,03
12,18	6,10
12,21	6,14
12,23	6,19
12,25	6,25
12,28	6,28
12,30	6,34
12,33	6,39
12,35	6,43
12,38	6,50
12,40	6,56
12,42	6,62
12,45	6,71
12,47	6,77
12,50	6,82
12,52	6,86
12,55	6,90
12,57	6,95
12,60	6,99
12,62	7,01
12,64	7,05
12,67	7,09
12,69	7,14
12,72	7,19
12,74	7,24
12,77	7,29
12,79	7,33
12,82	7,36
12,84	7,40
12,86	7,42
12,89	7,45
12,91	7,47
12,94	7,48
12,96	7,50
12,99	7,52
13,01	7,53
13,04	7,56
13,06	7,58
13,08	7,60
13,11	7,64
13,13	7,65
13,16	7,67
13,18	7,72
13,21	7,74
13,23	7,75
13,26	7,75
13,28	7,75
13,30	7,77
13,33	7,78
13,35	7,78
13,38	7,79
13,40	7,79
13,43	7,80
13,45	7,80
13,47	7,81
13,50	7,81
13,52	7,81
13,55	7,81
13,57	7,82
13,60	7,82
13,62	7,82
13,65	7,83
13,67	7,82
13,69	7,81
13,72	7,81
13,74	7,78
13,77	7,77
13,79	7,75
13,82	7,73
13,84	7,72
13,87	7,71
13,89	7,71
13,91	7,73
13,94	7,71
13,96	7,71
13,99	7,69
14,01	7,68
14,04	7,67
14,06	7,65
14,09	7,62
14,11	7,61
14,13	7,59
14,16	7,58
14,18	7,56
14,21	7,55
14,23	7,53
14,26	7,52
14,28	7,50
14,31	7,49
14,33	7,48
14,35	7,46
14,38	7,47
14,40	7,45
14,43	7,44
14,45	7,44
14,48	7,41
14,50	7,41
14,52	7,40
14,55	7,37
14,57	7,37
14,60	7,36
14,62	7,36
14,65	7,38
14,67	7,37
14,70	7,37
14,72	7,37
14,74	7,37
14,77	7,38
14,79	7,38
14,82	7,38
14,84	7,38
14,87	7,38
14,89	7,40
14,92	7,40
14,94	7,41
14,96	7,42
14,99	7,44
15,01	7,45
15,04	7,47
15,06	7,49
15,09	7,50
15,11	7,54
15,14	7,56
15,16	7,57
15,18	7,61
15,21	7,63
15,23	7,66
15,26	7,69
15,28	7,71
15,31	7,76
15,33	7,79
15,36	7,83
15,38	7,90
15,40	7,95
15,43	8,02
15,45	8,08
15,48	8,14
15,50	8,22
15,53	8,28
15,55	8,30
15,57	8,36
15,60	8,41
15,62	8,48
15,65	8,55
15,67	8,61
15,70	8,70
15,72	8,80
15,75	8,90
15,77	9,01
15,79	9,11
15,82	9,22
15,84	9,36
15,87	9,46
15,89	9,57
15,92	9,67
15,94	9,76
15,97	9,86
15,99	9,97
16,01	10,06
16,04	10,18
16,06	10,32
16,09	10,47
16,11	10,65
16,14	10,81
16,16	10,97
16,19	11,14
16,21	11,31
16,23	11,46
16,26	11,60
16,28	11,74
16,31	11,89
16,33	12,02
16,36	12,18
16,38	12,34
16,41	12,52
16,43	12,70
16,45	12,88
16,48	13,08
16,50	13,29
16,53	13,48
16,55	13,67
16,58	13,84
16,60	13,99
16,63	14,16
16,65	14,31
16,67	14,47
16,70	14,62
16,72	14,76
16,75	14,96
16,77	15,15
16,80	15,34
16,82	15,52
16,84	15,73
16,87	15,91
16,89	16,11
16,92	16,26
16,94	16,43
16,97	16,57
16,99	16,71
17,02	16,83
17,04	16,95
17,06	17,06
17,09	17,20
17,11	17,34
17,14	17,47
17,16	17,62
17,19	17,76
17,21	17,90
17,24	18,03
17,26	18,14
17,28	18,24
17,31	18,34
17,33	18,42
17,36	18,50
17,38	18,57
17,41	18,64
17,43	18,71
17,46	18,78
17,48	18,86
17,50	18,92
17,53	18,95
17,55	19,00
17,58	19,06
17,60	19,10
17,63	19,12
17,65	19,12
17,68	19,15
17,70	19,18
17,72	19,18
17,75	19,17
17,77	19,15
17,80	19,14
17,82	19,14
17,85	19,12
17,87	19,09
17,89	19,07
17,92	19,03
17,94	19,01
17,97	19,00
17,99	18,97
18,02	18,92
18,04	18,87
18,07	18,83
18,09	18,78
18,11	18,72
18,14	18,65
18,16	18,57
18,19	18,49
18,21	18,43
18,24	18,35
18,26	18,24
18,29	18,16
18,31	18,09
18,33	18,00
18,36	17,91
18,38	17,80
18,41	17,70
18,43	17,61
18,46	17,51
18,48	17,38
18,51	17,28
18,53	17,17
18,55	17,07
18,58	16,97
18,60	16,87
18,63	16,77
18,65	16,65
18,68	16,55
18,70	16,45
18,73	16,33
18,75	16,20
18,77	16,09
18,80	15,96
18,82	15,86
18,85	15,73
18,87	15,62
18,90	15,54
18,92	15,41
18,94	15,31
18,97	15,23
18,99	15,13
19,02	15,03
19,04	14,94
19,07	14,85
19,09	14,77
19,12	14,66
19,14	14,56
19,16	14,47
19,19	14,39
19,21	14,28
19,24	14,19
19,26	14,08
19,29	14,01
19,31	13,95
19,34	13,89
19,36	13,84
19,38	13,78
19,41	13,72
19,43	13,70
19,46	13,64
19,48	13,58
19,51	13,52
19,53	13,46
19,56	13,42
19,58	13,39
19,60	13,35
19,63	13,34
19,65	13,31
19,68	13,29
19,70	13,29
19,73	13,26
19,75	13,26	True
19,78	13,27
19,80	13,27
19,82	13,29
19,85	13,30
19,87	13,32
19,90	13,36
19,92	13,39
19,95	13,43
19,97	13,48
19,99	13,51
20,02	13,56
20,04	13,63
20,07	13,69
20,09	13,77
20,12	13,84
20,14	13,93
20,17	14,04
20,19	14,16
20,21	14,25
20,24	14,37
20,26	14,48
20,29	14,61
20,31	14,72
20,34	14,84
20,36	14,97
20,39	15,12
20,41	15,26
20,43	15,41
20,46	15,55
20,48	15,75
20,51	15,94
20,53	16,14
20,56	16,35
20,58	16,57
20,61	16,80
20,63	17,06
20,65	17,27
20,68	17,49
20,70	17,71
20,73	17,93
20,75	18,18
20,78	18,45
20,80	18,70
20,83	19,01
20,85	19,30
20,87	19,59
20,90	19,93
20,92	20,24
20,95	20,56
20,97	20,91
21,00	21,19
21,02	21,51
21,05	21,83
21,07	22,14
21,09	22,47
21,12	22,78
21,14	23,09
21,17	23,48
21,19	23,86
21,22	24,26
21,24	24,66
21,26	25,07
21,29	25,49
21,31	25,90
21,34	26,23
21,36	26,61
21,39	26,96
21,41	27,29
21,44	27,63
21,46	27,96
21,48	28,34
21,51	28,76
21,53	29,14
21,56	29,53
21,58	29,94
21,61	30,34
21,63	30,74
21,66	31,08
21,68	31,40
21,70	31,73
21,73	32,05
21,75	32,37
21,78	32,69
21,80	33,00
21,83	33,31
21,85	33,64
21,88	33,96
21,90	34,28
21,92	34,59
21,95	34,88
21,97	35,15
22,00	35,40
22,02	35,64
22,05	35,83
22,07	36,01
22,10	36,21
22,12	36,39
22,14	36,56
22,17	36,76
22,19	36,92
22,22	37,11
22,24	37,27
22,27	37,39
22,29	37,49
22,31	37,58
22,34	37,64
22,36	37,70
22,39	37,72
22,41	37,74
22,44	37,75
22,46	37,75
22,49	37,76
22,51	37,77
22,53	37,77
22,56	37,77
22,58	37,75
22,61	37,74
22,63	37,73
22,66	37,65
22,68	37,61
22,71	37,55
22,73	37,47
22,75	37,37
22,78	37,26
22,80	37,13
22,83	37,01
22,85	36,84
22,88	36,66
22,90	36,49
22,93	36,31
22,95	36,10
22,97	35,91
23,00	35,71
23,02	35,51
23,05	35,30
23,07	35,09
23,10	34,91
23,12	34,70
23,15	34,45
23,17	34,23
23,19	33,96
23,22	33,71
23,24	33,45
23,27	33,15
23,29	32,89
23,32	32,61
23,34	32,33
23,36	32,11
23,39	31,85
23,41	31,61
23,44	31,36
23,46	31,09
23,49	30,83
23,51	30,58
23,54	30,29
23,56	30,01
23,58	29,70
23,61	29,41
23,63	29,13
23,66	28,85
23,68	28,54
23,71	28,29
23,73	28,05
23,76	27,81
23,78	27,56
23,80	27,32
23,83	27,13
23,85	26,92
23,88	26,66
23,90	26,40
23,93	26,13
23,95	25,91
23,98	25,68
24,00	25,41
24,02	25,19
24,05	24,98
24,07	24,80
24,10	24,66
24,12	24,48
24,15	24,29
24,17	24,15
24,20	23,99
24,22	23,83
24,24	23,67
24,27	23,50
24,29	23,34
24,32	23,19
24,34	23,05
24,37	22,93
24,39	22,82
24,42	22,71
24,44	22,63
24,46	22,56
24,49	22,50
24,51	22,43
24,54	22,39
24,56	22,37
24,59	22,33
24,61	22,29
24,63	22,26
24,66	22,23	True
24,68	22,24
24,71	22,26
24,73	22,26
24,76	22,30
24,78	22,36
24,81	22,42
24,83	22,52
24,85	22,60
24,88	22,68
24,90	22,79
24,93	22,90
24,95	23,03
24,98	23,17
25,00	23,31
25,03	23,46
25,05	23,61
25,07	23,76
25,10	23,94
25,12	24,12
25,15	24,32
25,17	24,53
25,20	24,75
25,22	25,03
25,25	25,29
25,27	25,55
25,29	25,86
25,32	26,15
25,34	26,47
25,37	26,79
25,39	27,05
25,42	27,37
25,44	27,69
25,47	28,01
25,49	28,38
25,51	28,70
25,54	29,07
25,56	29,54
25,59	30,00
25,61	30,44
25,64	30,90
25,66	31,39
25,68	31,92
25,71	32,45
25,73	32,85
25,76	33,30
25,78	33,76
25,81	34,25
25,83	34,75
25,86	35,25
25,88	35,76
25,90	36,40
25,93	37,02
25,95	37,69
25,98	38,30
26,00	38,92
26,03	39,58
26,05	40,20
26,08	40,73
26,10	41,27
26,12	41,80
26,15	42,40
26,17	43,00
26,20	43,58
26,22	44,24
26,25	44,96
26,27	45,68
26,30	46,41
26,32	47,13
26,34	47,83
26,37	48,46
26,39	48,93
26,42	49,35
26,44	49,67
26,47	49,87
26,49	49,97
26,52	49,99
26,54	49,99
26,56	49,99
26,59	49,99
26,61	49,99
26,64	49,99
26,66	49,99
26,69	49,99
26,71	49,99
26,73	49,99
26,76	49,99
26,78	49,99
26,81	49,99
26,83	49,99
26,86	49,99
26,88	49,99
26,91	49,99
26,93	49,99
26,95	49,99
26,98	49,99
27,00	49,99
27,03	49,99
27,05	49,99
27,08	49,99
27,10	49,99
27,13	49,99
27,15	49,99
27,17	49,99
27,20	49,99
27,22	49,99
27,25	49,99
27,27	49,99
27,30	49,99
27,32	49,99
27,35	49,99
27,37	49,99
27,39	49,99
27,42	49,99
27,44	49,99
27,47	49,99
27,49	49,99
27,52	49,99
27,54	49,99
27,57	49,99
27,59	49,99
27,61	49,99
27,64	49,99
27,66	49,99
27,69	49,99
27,71	49,99
27,74	49,99
27,76	49,99
27,78	49,99
27,81	49,99
27,83	49,99
27,86	49,99
27,88	49,99
27,91	49,99
27,93	49,99
27,96	49,99
27,98	49,99
28,00	49,99
28,03	49,99
28,05	49,99
28,08	49,99
28,10	49,99
28,13	49,99
28,15	49,99
28,18	49,99
28,20	49,99
28,22	49,99
28,25	49,99
28,27	49,99
28,30	49,99
28,32	49,99
28,35	49,99
28,37	49,99
28,40	49,99
28,42	49,99
28,44	49,99
28,47	49,99
28,49	49,99
28,52	49,99
28,54	49,90
28,57	49,79
28,59	49,59
28,62	49,34
28,64	49,03
28,66	48,61
28,69	48,17
28,71	47,72
28,74	47,25
28,76	46,80
28,79	46,40
28,81	46,03
28,84	45,68
28,86	45,29
28,88	44,95
28,91	44,63
28,93	44,31
28,96	43,95
28,98	43,56
29,01	43,23
29,03	42,89
29,05	42,57
29,08	42,27
29,10	41,97
29,13	41,67
29,15	41,43
29,18	41,18
29,20	40,96
29,23	40,76
29,25	40,55
29,27	40,37
29,30	40,19
29,32	40,01
29,35	39,84
29,37	39,68
29,40	39,53
29,42	39,40
29,45	39,29
29,47	39,22
29,49	39,18
29,52	39,15
29,54	39,14
29,57	39,12
29,59	39,12	True
29,62	39,14
29,64	39,15
29,67	39,15
29,69	39,18
29,71	39,21
29,74	39,29
29,76	39,40
29,79	39,54
29,81	39,67
29,84	39,83
29,86	40,02
29,89	40,23
29,91	40,40
29,93	40,62
29,96	40,86
29,98	41,14
30,01	41,43
30,03	41,75
30,06	42,12
30,08	42,51
30,10	42,87
30,13	43,28
30,15	43,64
30,18	44,00
30,20	44,36
30,23	44,79
30,25	45,24
30,28	45,69
30,30	46,13
30,32	46,71
30,35	47,33
30,37	47,98
30,40	48,50
30,42	48,97
30,45	49,38
30,47	49,69
30,50	49,89
30,52	49,99
30,54	49,99
30,57	49,99
30,59	49,99
30,62	49,99
30,64	49,99
30,67	49,99
30,69	49,99
30,72	49,99
30,74	49,99
30,76	49,99
30,79	49,99
30,81	49,99
30,84	49,99
30,86	49,99
30,89	49,99
30,91	49,99
30,94	49,99
30,96	49,99
30,98	49,99
31,01	49,99
31,03	49,99
31,06	49,99
31,08	49,99
31,11	49,99
31,13	49,99
31,15	49,99
31,18	49,99
31,20	49,99
31,23	49,99
31,25	49,99
31,28	49,99
31,30	49,99
31,33	49,99
31,35	49,99
31,37	49,99
31,40	49,99
31,42	49,99
31,45	49,99
31,47	49,99
31,50	49,99
31,52	49,99
31,55	49,99
31,57	49,99
31,59	49,99
31,62	49,99
31,64	49,99
31,67	49,99
31,69	49,99
31,72	49,99
31,74	49,99
31,77	49,99
31,79	49,99
31,81	49,99
31,84	49,99
31,86	49,99
31,89	49,99
31,91	49,99
31,94	49,99
31,96	49,99
31,99	49,99
32,01	49,99
32,03	49,99
32,06	49,99
32,08	49,99
32,11	49,99
32,13	49,99
32,16	49,99
32,18	49,99
32,20	49,99
32,23	49,99
32,25	49,99
32,28	49,99
32,30	49,99
32,33	49,99
32,35	49,99
32,38	49,99
32,40	49,99
32,42	49,99
32,45	49,99
32,47	49,99
32,50	49,99
32,52	49,99
32,55	49,99
32,57	49,99
32,60	49,99
32,62	49,99
32,64	49,99
32,67	49,99
32,69	49,99
32,72	49,99
32,74	49,99
32,77	49,99
32,79	49,99
32,82	49,99
32,84	49,99
32,86	49,99
32,89	49,99
32,91	49,99
32,94	49,99
32,96	49,99
32,99	49,99
33,01	49,99
33,04	49,99
33,06	49,99
33,08	49,99
33,11	49,99
33,13	49,99
33,16	49,99
33,18	49,99
33,21	49,99
33,23	49,99
33,26	49,99
33,28	49,99
33,30	49,99
33,33	49,99
33,35	49,99
33,38	49,99
33,40	49,99
33,43	49,99
33,45	49,99
33,47	49,99
33,50	49,99
33,52	49,99
33,55	49,99
33,57	49,99
33,60	49,99
33,62	49,99
33,65	49,99
33,67	49,99
33,69	49,99
33,72	49,99
33,74	49,99
33,77	49,99
33,79	49,99
33,82	49,99
33,84	49,99
33,87	49,99
33,89	49,99
33,91	49,99
33,94	49,99
33,96	49,99
33,99	49,99
34,01	49,99
34,04	49,99
34,06	49,99
34,09	49,99
34,11	49,99
34,13	49,99
34,16	49,99
34,18	49,99
34,21	49,99
34,23	49,99
34,26	49,99
34,28	49,99
34,31	49,99
34,33	49,99
34,35	49,99
34,38	49,99
34,40	49,99
34,43	49,99
34,45	49,99
34,48	49,99
34,50	49,99
34,52	49,99
34,55	50,00
34,57	50,00
34,60	50,00
34,62	49,99
34,65	49,99
34,67	49,99
34,70	49,99
34,72	49,99
34,74	49,99
34,77	49,99
34,79	49,99
34,82	49,99
34,84	49,99
34,87	49,99
34,89	49,99
34,92	49,99
34,94	49,99
34,96	49,99
34,99	49,99
35,01	49,99
35,04	49,99
35,06	49,99
35,09	49,99
35,11	49,99
35,14	49,99
35,16	49,99
35,18	49,99
35,21	49,99
35,23	49,99
35,26	49,99
35,28	49,99
35,31	49,99
35,33	49,99
35,36	49,99
35,38	49,99
35,40	49,99
35,43	49,99
35,45	49,99
35,48	49,99
35,50	49,99
35,53	49,99
35,55	49,99
35,57	49,99
35,60	49,99
35,62	49,99
35,65	49,99
35,67	49,99
35,70	49,99
35,72	49,99
35,75	49,99
35,77	49,99
35,79	49,99
35,82	49,99
35,84	49,99
35,87	49,99
35,89	49,99
35,92	49,99
35,94	49,99
35,97	49,99
35,99	49,99
36,01	49,99
36,04	49,99
36,06	49,99
36,09	49,99
36,11	49,99
36,14	49,99
36,16	49,99
36,19	49,99
36,21	49,99
36,23	49,99
36,26	49,99
36,28	49,99
36,31	49,99
36,33	49,99
36,36	49,99
36,38	49,99
36,41	49,99
36,43	49,99
36,45	49,99
36,48	49,99
36,50	49,99
36,53	49,99
36,55	49,99
36,58	49,99
36,60	49,99
36,62	49,99
36,65	49,99
36,67	49,99
36,70	49,99
36,72	49,99
36,75	49,99
36,77	49,99
36,80	49,99
36,82	49,99
36,84	49,99
36,87	49,99
36,89	49,99
36,92	49,99
36,94	49,99
36,97	49,99
36,99	49,99
37,02	49,99
37,04	49,99
37,06	49,99
37,09	49,99
37,11	49,99
37,14	49,99
37,16	49,99
37,19	49,99
37,21	49,99
37,24	49,99
37,26	49,99
37,28	49,99
37,31	49,99
37,33	49,99
37,36	49,99
37,38	49,99
37,41	49,99
37,43	49,99
37,46	49,98
37,48	49,99
37,50	49,99
37,53	49,99
37,55	49,99
37,58	49,99
37,60	49,99
37,63	49,99
37,65	49,99
37,68	49,99
37,70	49,99
37,72	49,99
37,75	49,99
37,77	49,99
37,80	49,99
37,82	49,99
37,85	49,99
37,87	49,99
37,89	49,99
37,92	49,99
37,94	49,99
37,97	49,99
37,99	49,99
38,02	49,99
38,04	49,99
38,07	49,99
38,09	49,99
38,11	49,99
38,14	49,99
38,16	49,99
38,19	49,99
38,21	49,99
38,24	49,99
38,26	49,99
38,29	49,99
38,31	49,99
38,33	49,99
38,36	49,99
38,38	49,99
38,41	49,99
38,43	49,99
38,46	49,99
38,48	49,99
38,51	49,99
38,53	49,99
38,55	49,99
38,58	49,99
38,60	49,99
38,63	49,99
38,65	49,99
38,68	49,99
38,70	49,99
38,73	49,99
38,75	49,99
38,77	49,99
38,80	49,99
38,82	49,99
38,85	49,99
38,87	49,99
38,90	49,99
38,92	49,99
38,94	49,99
38,97	49,99
38,99	49,99
39,02	49,99
39,04	49,99
39,07	49,99
39,09	49,99
39,12	49,99
39,14	49,99
39,16	49,99
39,19	49,99
39,21	49,99
39,24	49,99
39,26	49,99
39,29	49,99
39,31	49,99
39,34	49,99
39,36	49,99
39,38	49,99
39,41	49,99
39,43	49,99
39,46	49,99
39,48	49,99
39,51	49,99
39,53	49,99
39,56	49,99
39,58	49,99
39,60	49,99
39,63	49,99
39,65	49,99
39,68	49,99
39,70	49,99
39,73	49,99
39,75	49,99
39,78	49,99
39,80	49,99
39,82	49,99
39,85	49,99
39,87	49,99
39,90	49,99
39,92	49,99
39,95	49,99
39,97	49,99
39,99	49,99
40,02	49,99
40,04	49,99
40,07	49,99
40,09	49,99
40,12	49,99
40,14	49,99
40,17	49,99
40,19	49,99
40,21	49,99
40,24	49,99
40,26	49,99
40,29	49,99
40,31	49,99
40,34	49,99
40,36	49,99
40,39	49,99
40,41	49,99
40,43	49,99
40,46	49,99
40,48	49,99
40,51	49,99
40,53	49,99
40,56	49,99
40,58	49,99
40,61	49,99
40,63	49,99
40,65	49,99
40,68	49,99
40,70	49,99
40,73	49,99
40,75	49,99
40,78	49,99
40,80	49,99
40,83	49,99
40,85	49,99
40,87	49,99
40,90	49,99
40,92	49,99
40,95	49,99
40,97	49,99
41,00	49,99
41,02	49,99
41,05	49,99
41,07	49,99
41,09	49,99
41,12	49,99
41,14	49,99
41,17	49,99
41,19	49,99
41,22	49,99
41,24	49,99
41,26	49,99
41,29	49,99
41,31	49,99
41,34	49,99
41,36	49,99
41,39	49,99
41,41	49,99
41,44	49,99
41,46	49,99
41,48	49,99
41,51	49,99
41,53	49,99
41,56	49,99
41,58	49,99
41,61	49,99
41,63	49,99
41,66	49,99
41,68	49,99
41,70	49,99
41,73	49,99
41,75	49,99
41,78	49,99
41,80	49,99
41,83	49,99
41,85	49,99
41,88	49,99
41,90	49,99
41,92	49,99
41,95	49,99
41,97	49,99
42,00	49,99
42,02	49,99
42,05	49,99
42,07	49,99
42,10	49,99
42,12	49,99
42,14	49,99
42,17	49,99
42,19	49,99
42,22	49,99
42,24	49,99
42,27	49,99
42,29	49,99
42,31	49,99
42,34	49,99
42,36	49,99
42,39	49,99
42,41	49,99
42,44	49,99
42,46	49,99
42,49	49,99
42,51	49,99
42,53	49,99
42,56	49,99
42,58	49,99
